customer_id,customer_segment,customer_name,num_orders,avg_order_value,total_spend,churn_rate,estimated_ltv
5628,Mid-Market,Isabel's Studio,3,1647.97,4943.91,0.0897,55116.05
48192,Mid-Market,"Lloyd, Washington and Mcconnell",3,1647.97,4943.91,0.0897,55116.05
60298,Mid-Market,Bauer and Sons,3,1647.95,4943.84,0.0897,55115.27
64324,Mid-Market,Richards-Hudson,3,1647.93,4943.78,0.0897,55114.6
24595,Mid-Market,Morse LLC,3,1647.71,4943.13,0.0897,55107.36
40943,Mid-Market,Edward's Solutions,2,2471.49,4942.98,0.0897,55105.69
68973,Mid-Market,Nicholas's Shop,2,2471.46,4942.92,0.0897,55105.02
55290,Mid-Market,Martin-Santana,2,2470.94,4941.89,0.0897,55093.53
24410,Mid-Market,Braun-Ruiz,3,1647.26,4941.78,0.0897,55092.31
52474,Mid-Market,"Davis, Hernandez and Moody",4,1235.41,4941.64,0.0897,55090.75
1587,Mid-Market,Sylvia's Shop,4,1235.39,4941.58,0.0897,55090.08
67610,Mid-Market,Gregory's Solutions,4,1235.38,4941.51,0.0897,55089.3
16039,Mid-Market,Miller-Miller,3,1647.09,4941.26,0.0897,55086.51
44420,Mid-Market,Casey's Solutions,3,1647.06,4941.17,0.0897,55085.51
20662,Mid-Market,Gary's Studio,3,1647.03,4941.1,0.0897,55084.73
39541,Mid-Market,Melissa's Studio,2,2470.51,4941.01,0.0897,55083.72
70317,Mid-Market,Smith-Roberts,4,1235.23,4940.91,0.0897,55082.61
60882,Mid-Market,Tiffany's Solutions,3,1646.79,4940.37,0.0897,55076.59
60264,Mid-Market,"Berg, Hoover and Carpenter",5,987.99,4939.96,0.0897,55072.02
15632,Mid-Market,Kevin's Shop,3,1646.63,4939.88,0.0897,55071.13
17804,Mid-Market,Duncan Ltd,3,1646.5,4939.51,0.0897,55067.0
9861,Mid-Market,Tina's Shop,3,1646.31,4938.94,0.0897,55060.65
19546,Mid-Market,Travis Group,3,1646.24,4938.71,0.0897,55058.08
9645,Mid-Market,Kelly Inc,2,2469.29,4938.58,0.0897,55056.63
66743,Mid-Market,Joanna's Shop,3,1646.06,4938.18,0.0897,55052.17
34920,Mid-Market,William's Studio,2,2468.93,4937.87,0.0897,55048.72
23672,Mid-Market,"Gutierrez, Nguyen and Brown",3,1645.94,4937.81,0.0897,55048.05
40549,Mid-Market,Alexander Ltd,2,2468.81,4937.62,0.0897,55045.93
44332,Mid-Market,Ashley's Studio,3,1645.77,4937.3,0.0897,55042.36
20337,Mid-Market,Barajas Ltd,4,1234.27,4937.09,0.0897,55040.02
34578,Mid-Market,Lynch and Sons,3,1645.67,4937.02,0.0897,55039.24
57290,Mid-Market,Kelly's Solutions,5,987.4,4937.02,0.0897,55039.24
3070,Mid-Market,Robert's Studio,3,1645.61,4936.82,0.0897,55037.01
55712,Mid-Market,"Brooks, Floyd and Terrell",5,987.34,4936.68,0.0897,55035.45
51231,Mid-Market,"Villanueva, Perez and Malone",4,1234.16,4936.66,0.0897,55035.23
48485,Mid-Market,Rachel's Solutions,2,2468.08,4936.16,0.0897,55029.65
33697,Mid-Market,Caldwell-Nguyen,4,1234.03,4936.12,0.0897,55029.21
6004,Mid-Market,Michael's Studio,3,1645.32,4935.95,0.0897,55027.31
1141,Mid-Market,Cassandra's Studio,3,1645.08,4935.23,0.0897,55019.29
70436,Mid-Market,Brandon's Studio,2,2467.54,4935.08,0.0897,55017.61
5710,Mid-Market,Barbara's Solutions,2,2467.47,4934.95,0.0897,55016.16
54142,Mid-Market,Stewart Inc,2,2467.31,4934.62,0.0897,55012.49
44179,Mid-Market,Donna's Shop,4,1233.63,4934.5,0.0897,55011.15
63336,Mid-Market,Willis-Nelson,2,2466.86,4933.71,0.0897,55002.34
1608,Mid-Market,Kimberly's Shop,3,1644.52,4933.56,0.0897,55000.67
25381,Mid-Market,Russell's Studio,4,1233.38,4933.54,0.0897,55000.45
7322,Mid-Market,Amy's Shop,3,1644.43,4933.3,0.0897,54997.77
5746,Mid-Market,Snyder LLC,3,1644.43,4933.29,0.0897,54997.66
14783,Mid-Market,"Watson, Johnson and Vasquez",3,1644.35,4933.05,0.0897,54994.98
58828,Mid-Market,Chandler Ltd,5,986.6,4932.99,0.0897,54994.31
36684,Mid-Market,Smith-Anderson,4,1233.22,4932.87,0.0897,54992.98
25879,Mid-Market,"Franklin, Deleon and Alexander",3,1644.28,4932.84,0.0897,54992.64
49158,Mid-Market,Sanchez-Hall,3,1644.23,4932.68,0.0897,54990.86
62124,Mid-Market,Robert's Shop,3,1644.22,4932.66,0.0897,54990.64
4703,Mid-Market,Kane Inc,3,1644.2,4932.6,0.0897,54989.97
46484,Mid-Market,Garcia-Barr,4,1233.06,4932.22,0.0897,54985.73
37575,Mid-Market,Jamie's Solutions,4,1233.05,4932.19,0.0897,54985.4
41939,Mid-Market,Brooke's Shop,3,1644.01,4932.04,0.0897,54983.72
44094,Mid-Market,Richard's Solutions,4,1233.01,4932.03,0.0897,54983.61
35426,Mid-Market,Linda's Studio,2,2465.65,4931.31,0.0897,54975.59
41769,Mid-Market,Jennifer's Solutions,7,704.47,4931.29,0.0897,54975.36
27876,Mid-Market,Denise's Solutions,3,1643.72,4931.17,0.0897,54974.02
61823,Mid-Market,Patrick's Shop,3,1643.49,4930.48,0.0897,54966.33
16789,Mid-Market,Jasmine's Studio,4,1232.61,4930.42,0.0897,54965.66
33212,Mid-Market,Luke's Solutions,3,1643.21,4929.62,0.0897,54956.74
39453,Mid-Market,James's Shop,3,1643.13,4929.4,0.0897,54954.29
58847,Mid-Market,Archer Inc,4,1232.28,4929.1,0.0897,54950.95
61473,Mid-Market,Jamie's Shop,3,1642.68,4928.05,0.0897,54939.24
47680,Mid-Market,Patrick's Shop,3,1642.68,4928.03,0.0897,54939.02
1906,Mid-Market,Wilson-Hickman,3,1642.58,4927.74,0.0897,54935.79
39937,Mid-Market,Marcus's Shop,7,703.96,4927.74,0.0897,54935.79
56981,Mid-Market,Robert's Shop,4,1231.93,4927.74,0.0897,54935.79
67433,Mid-Market,"Mack, Murphy and Pierce",5,985.52,4927.59,0.0897,54934.11
60529,Mid-Market,Scott Inc,4,1231.86,4927.43,0.0897,54932.33
9704,Mid-Market,Lynch-Hughes,4,1231.85,4927.4,0.0897,54932.0
5590,Mid-Market,Mullins-Hernandez,3,1642.38,4927.14,0.0897,54929.1
19513,Mid-Market,Emily's Studio,3,1642.28,4926.85,0.0897,54925.86
52493,Mid-Market,"Byrd, Edwards and Mays",4,1231.69,4926.77,0.0897,54924.97
73352,Mid-Market,Simpson-Campos,4,1231.61,4926.44,0.0897,54921.29
67729,Mid-Market,Erin's Shop,3,1642.11,4926.33,0.0897,54920.07
43434,Mid-Market,Andrew's Shop,3,1642.05,4926.15,0.0897,54918.06
60576,Mid-Market,Jessica's Solutions,6,820.89,4925.36,0.0897,54909.25
23332,Mid-Market,Charles's Solutions,3,1641.78,4925.34,0.0897,54909.03
36501,Mid-Market,Kristen's Studio,4,1231.31,4925.22,0.0897,54907.69
67181,Mid-Market,Hill LLC,7,703.59,4925.1,0.0897,54906.35
28922,Mid-Market,Morales Ltd,3,1641.6,4924.81,0.0897,54903.12
27505,Mid-Market,Rodney's Solutions,3,1641.56,4924.69,0.0897,54901.78
47253,Mid-Market,Gonzalez Group,4,1231.08,4924.31,0.0897,54897.55
1993,Mid-Market,Hannah's Studio,2,2462.07,4924.15,0.0897,54895.76
25835,Mid-Market,Thomas's Solutions,4,1231.01,4924.05,0.0897,54894.65
29591,Mid-Market,Washington PLC,3,1641.23,4923.7,0.0897,54890.75
46161,Mid-Market,Carol's Solutions,4,1230.87,4923.46,0.0897,54888.07
37320,Mid-Market,Cynthia's Shop,3,1640.97,4922.91,0.0897,54881.94
34944,Mid-Market,Dillon-Francis,3,1640.86,4922.59,0.0897,54878.37
67229,Mid-Market,"Huynh, Hernandez and Snyder",3,1640.85,4922.56,0.0897,54878.04
67608,Mid-Market,Marco's Shop,7,703.12,4921.87,0.0897,54870.35
68149,Mid-Market,Tami's Studio,2,2460.93,4921.87,0.0897,54870.35
66631,Mid-Market,Lam Group,7,703.12,4921.84,0.0897,54870.01
61037,Mid-Market,Barry's Studio,5,984.33,4921.66,0.0897,54868.0
52397,Mid-Market,Tina's Shop,2,2460.78,4921.56,0.0897,54866.89
62381,Mid-Market,Pace and Sons,2,2460.61,4921.21,0.0897,54862.99
3988,Mid-Market,Lauren's Studio,3,1640.36,4921.09,0.0897,54861.65
21148,Mid-Market,"Schmitt, Chung and Mayo",3,1640.36,4921.09,0.0897,54861.65
55014,Mid-Market,Joe's Shop,4,1230.23,4920.91,0.0897,54859.64
30627,Mid-Market,Manuel's Shop,3,1640.26,4920.78,0.0897,54858.19
51070,Mid-Market,"Huber, Moore and Henderson",4,1230.15,4920.61,0.0897,54856.3
16901,Mid-Market,John's Solutions,4,1230.09,4920.37,0.0897,54853.62
71708,Mid-Market,"Johnson, Holmes and Stevenson",3,1640.11,4920.33,0.0897,54853.18
62946,Mid-Market,Matthew's Solutions,3,1640.09,4920.28,0.0897,54852.62
8079,Mid-Market,Scott's Solutions,4,1230.04,4920.17,0.0897,54851.39
70776,Mid-Market,Jackson's Solutions,7,702.88,4920.13,0.0897,54850.95
45378,Mid-Market,Walton Inc,3,1639.98,4919.95,0.0897,54848.94
48928,Mid-Market,Sexton Group,3,1639.93,4919.8,0.0897,54847.27
17384,Mid-Market,William's Shop,3,1639.85,4919.55,0.0897,54844.48
55440,Mid-Market,Michael's Studio,3,1639.38,4918.15,0.0897,54828.87
54823,Mid-Market,Everett-Williams,2,2459.02,4918.05,0.0897,54827.76
38323,Mid-Market,Mosley and Sons,4,1229.45,4917.79,0.0897,54824.86
62313,Mid-Market,Aguirre-Ingram,4,1229.36,4917.44,0.0897,54820.96
36771,Mid-Market,Frank's Shop,3,1639.14,4917.43,0.0897,54820.85
39120,Mid-Market,Jennifer's Solutions,4,1229.32,4917.26,0.0897,54818.95
13765,Mid-Market,Wilson-Lin,3,1638.91,4916.72,0.0897,54812.93
44205,Mid-Market,Williamson LLC,4,1229.12,4916.46,0.0897,54810.03
737,Mid-Market,Daniel's Solutions,5,983.26,4916.32,0.0897,54808.47
64874,Mid-Market,"Murillo, Thomas and Hickman",3,1638.73,4916.18,0.0897,54806.91
22510,Mid-Market,Randall's Studio,2,2457.81,4915.61,0.0897,54800.56
46769,Mid-Market,Francisco's Solutions,4,1228.74,4914.95,0.0897,54793.2
1362,Mid-Market,Timothy's Studio,4,1228.6,4914.39,0.0897,54786.96
20715,Mid-Market,Reilly-Fisher,3,1638.09,4914.28,0.0897,54785.73
24310,Mid-Market,Christopher's Studio,2,2456.94,4913.88,0.0897,54781.27
10816,Mid-Market,Joanna's Studio,3,1637.82,4913.46,0.0897,54776.59
16507,Mid-Market,Randall Group,3,1637.71,4913.12,0.0897,54772.8
70342,Mid-Market,Michael's Solutions,4,1228.21,4912.85,0.0897,54769.79
25531,Mid-Market,Charles's Shop,4,1228.2,4912.81,0.0897,54769.34
30549,Mid-Market,Lopez Group,3,1637.54,4912.63,0.0897,54767.34
41350,Mid-Market,"Robinson, Wilkinson and Sims",3,1637.48,4912.45,0.0897,54765.33
44593,Mid-Market,"Bush, Kim and Jones",3,1637.47,4912.4,0.0897,54764.77
13162,Mid-Market,Katherine's Shop,2,2456.14,4912.27,0.0897,54763.32
67017,Mid-Market,James's Solutions,4,1227.94,4911.75,0.0897,54757.53
7610,Mid-Market,"Matthews, Wade and Shaw",4,1227.83,4911.3,0.0897,54752.51
30932,Mid-Market,Melissa's Shop,4,1227.82,4911.27,0.0897,54752.17
68685,Mid-Market,Abbott PLC,3,1637.02,4911.05,0.0897,54749.72
65406,Mid-Market,Henry's Shop,2,2455.51,4911.03,0.0897,54749.5
73397,Mid-Market,Hernandez-Sanders,2,2455.17,4910.34,0.0897,54741.81
27537,Mid-Market,Gutierrez Group,6,818.39,4910.32,0.0897,54741.58
66339,Mid-Market,Kayla's Shop,4,1227.46,4909.85,0.0897,54736.34
18845,Mid-Market,"Barnes, Elliott and Brown",4,1227.45,4909.8,0.0897,54735.79
65011,Mid-Market,Amber's Solutions,4,1227.45,4909.79,0.0897,54735.67
69587,Mid-Market,Regina's Solutions,6,818.17,4909.05,0.0897,54727.42
50411,Mid-Market,"Ryan, Fox and Richardson",2,2454.39,4908.79,0.0897,54724.53
43193,Mid-Market,Peter's Studio,4,1227.17,4908.68,0.0897,54723.3
204,Mid-Market,Chambers Group,3,1636.14,4908.42,0.0897,54720.4
67368,Mid-Market,Crystal's Shop,2,2453.84,4907.68,0.0897,54712.15
57652,Mid-Market,Christopher's Solutions,2,2453.76,4907.52,0.0897,54710.37
71554,Mid-Market,"Pham, Faulkner and Miles",2,2453.46,4906.92,0.0897,54703.68
54082,Mid-Market,Stout PLC,4,1226.72,4906.89,0.0897,54703.34
20518,Mid-Market,Christopher's Solutions,2,2453.38,4906.76,0.0897,54701.9
34288,Mid-Market,Patrick's Studio,4,1226.69,4906.75,0.0897,54701.78
47102,Mid-Market,Ryan's Solutions,4,1226.36,4905.45,0.0897,54687.29
69700,Mid-Market,Roberts PLC,2,2452.57,4905.14,0.0897,54683.84
44466,Mid-Market,Stephanie's Shop,2,2452.52,4905.05,0.0897,54682.83
5411,Mid-Market,Louis's Solutions,4,1226.25,4905.01,0.0897,54682.39
49268,Mid-Market,Angela's Solutions,2,2451.93,4903.85,0.0897,54669.45
4393,Mid-Market,Smith-Reyes,6,817.3,4903.8,0.0897,54668.9
51786,Mid-Market,Anthony's Solutions,4,1225.93,4903.71,0.0897,54667.89
54956,Mid-Market,Kevin's Studio,3,1634.34,4903.01,0.0897,54660.09
69626,Mid-Market,"Irwin, Thomas and Sloan",3,1634.29,4902.88,0.0897,54658.64
40124,Mid-Market,Jones-White,4,1225.68,4902.71,0.0897,54656.74
57868,Mid-Market,Jason's Studio,3,1634.22,4902.67,0.0897,54656.3
17532,Mid-Market,Samantha's Shop,3,1634.15,4902.45,0.0897,54653.85
28118,Mid-Market,Wang-Green,3,1633.86,4901.59,0.0897,54644.26
28954,Mid-Market,Mills Inc,2,2450.69,4901.39,0.0897,54642.03
66420,Mid-Market,"Hopkins, Cobb and Davis",4,1225.18,4900.72,0.0897,54634.56
43515,Mid-Market,Ryan PLC,4,1225.16,4900.66,0.0897,54633.89
29977,Mid-Market,Kristin's Shop,3,1633.5,4900.5,0.0897,54632.11
57917,Mid-Market,Andrews-Stewart,4,1225.11,4900.43,0.0897,54631.33
24991,Mid-Market,Mclaughlin-Edwards,8,612.54,4900.33,0.0897,54630.21
917,Mid-Market,Tiffany's Shop,4,1225.06,4900.25,0.0897,54629.32
55477,Mid-Market,"Jackson, Cunningham and Young",3,1633.35,4900.04,0.0897,54626.98
66893,Mid-Market,Raymond's Solutions,4,1225.01,4900.03,0.0897,54626.87
40746,Mid-Market,Melissa's Solutions,3,1633.28,4899.84,0.0897,54624.75
54455,Mid-Market,Melissa's Shop,4,1224.94,4899.78,0.0897,54624.08
6359,Mid-Market,Joseph's Solutions,3,1633.05,4899.16,0.0897,54617.17
60778,Mid-Market,Jennifer's Shop,4,1224.78,4899.14,0.0897,54616.95
8181,Mid-Market,Wood-Gutierrez,3,1633.0,4898.99,0.0897,54615.27
39433,Mid-Market,Ronald's Shop,3,1632.96,4898.89,0.0897,54614.16
67560,Mid-Market,James's Solutions,4,1224.69,4898.77,0.0897,54612.82
61648,Mid-Market,Diane's Solutions,2,2449.32,4898.64,0.0897,54611.37
28721,Mid-Market,Geoffrey's Solutions,3,1632.85,4898.56,0.0897,54610.48
27056,Mid-Market,Michael's Shop,4,1224.63,4898.51,0.0897,54609.92
3595,Mid-Market,Shawn's Studio,7,699.74,4898.19,0.0897,54606.35
59296,Mid-Market,Ian's Solutions,7,699.73,4898.14,0.0897,54605.8
35608,Mid-Market,"Yu, Nelson and Levy",2,2448.9,4897.8,0.0897,54602.01
65895,Mid-Market,Ford-Turner,3,1632.53,4897.59,0.0897,54599.67
30810,Mid-Market,David's Studio,4,1224.31,4897.22,0.0897,54595.54
28492,Mid-Market,Grant Group,3,1632.33,4896.99,0.0897,54592.98
71333,Mid-Market,Sue's Shop,3,1632.28,4896.85,0.0897,54591.42
50508,Mid-Market,Navarro Inc,3,1632.27,4896.81,0.0897,54590.97
46276,Mid-Market,Jasmine's Studio,4,1224.19,4896.78,0.0897,54590.64
24761,Mid-Market,Sarah's Shop,3,1632.0,4896.01,0.0897,54582.05
34978,Mid-Market,Laura's Solutions,3,1631.9,4895.7,0.0897,54578.6
60346,Mid-Market,Priscilla's Shop,2,2447.77,4895.54,0.0897,54576.81
9424,Mid-Market,"Stevens, Gilmore and Tanner",4,1223.83,4895.31,0.0897,54574.25
19152,Mid-Market,Dalton's Shop,3,1631.44,4894.31,0.0897,54563.1
34053,Mid-Market,Hannah's Shop,3,1631.31,4893.93,0.0897,54558.86
39766,Mid-Market,Wilson-Thompson,3,1631.24,4893.72,0.0897,54556.52
21657,Mid-Market,Yolanda's Solutions,3,1631.12,4893.37,0.0897,54552.62
66262,Mid-Market,"Burgess, Hess and Miles",4,1223.33,4893.33,0.0897,54552.17
21380,Mid-Market,Rodriguez-Barker,3,1631.04,4893.13,0.0897,54549.94
13513,Mid-Market,Stephanie's Solutions,3,1630.93,4892.78,0.0897,54546.04
55088,Mid-Market,Matthew's Solutions,4,1223.16,4892.64,0.0897,54544.48
30747,Mid-Market,Jessica's Shop,3,1630.87,4892.61,0.0897,54544.15
54522,Mid-Market,"Powell, Shaw and Stanley",2,2446.18,4892.36,0.0897,54541.36
37866,Mid-Market,Brittany's Shop,4,1223.03,4892.12,0.0897,54538.68
28828,Mid-Market,Sparks Inc,4,1223.03,4892.11,0.0897,54538.57
59757,Mid-Market,"Taylor, Arnold and Baker",4,1222.9,4891.6,0.0897,54532.89
64591,Mid-Market,Katherine's Studio,4,1222.87,4891.48,0.0897,54531.55
59503,Mid-Market,Wood Inc,3,1630.48,4891.45,0.0897,54531.22
23864,Mid-Market,"Perry, Castillo and Black",2,2445.64,4891.29,0.0897,54529.43
6101,Mid-Market,"Gonzales, Pittman and Erickson",3,1630.41,4891.24,0.0897,54528.87
25561,Mid-Market,Lewis-Lee,2,2445.41,4890.82,0.0897,54524.19
2413,Mid-Market,Hernandez Ltd,3,1630.26,4890.78,0.0897,54523.75
52808,Mid-Market,Trevor's Studio,2,2445.28,4890.56,0.0897,54521.29
73930,Mid-Market,Corey's Studio,3,1630.11,4890.32,0.0897,54518.62
59610,Mid-Market,Eric's Solutions,3,1630.02,4890.05,0.0897,54515.61
12202,Mid-Market,"Henry, Hall and Clark",6,814.94,4889.63,0.0897,54510.93
60794,Mid-Market,Rebecca's Studio,2,2444.28,4888.57,0.0897,54499.11
18418,Mid-Market,Barbara's Studio,4,1222.08,4888.3,0.0897,54496.1
55154,Mid-Market,"Powell, Spears and Webb",2,2444.14,4888.28,0.0897,54495.88
17567,Mid-Market,Young-Anderson,3,1629.28,4887.84,0.0897,54490.97
13991,Mid-Market,Jimenez Group,4,1221.92,4887.69,0.0897,54489.3
30825,Mid-Market,Cheryl's Studio,7,698.21,4887.47,0.0897,54486.85
1859,Mid-Market,Hall-Hester,4,1221.59,4886.34,0.0897,54474.25
4159,Mid-Market,"Porter, Branch and Morgan",4,1221.58,4886.33,0.0897,54474.14
73154,Mid-Market,"Wallace, Williams and Cooper",3,1628.77,4886.32,0.0897,54474.02
68302,Mid-Market,Reyes Group,2,2443.03,4886.07,0.0897,54471.24
10236,Mid-Market,Gonzalez Inc,3,1628.67,4886.0,0.0897,54470.46
52387,Mid-Market,Brandon's Shop,3,1628.48,4885.44,0.0897,54464.21
45558,Mid-Market,Jessica's Studio,3,1628.39,4885.16,0.0897,54461.09
48821,Mid-Market,"Strong, Bryan and Allen",4,1221.27,4885.06,0.0897,54459.98
29897,Mid-Market,Wendy's Shop,2,2442.42,4884.84,0.0897,54457.53
23720,Mid-Market,Holloway Group,4,1221.17,4884.68,0.0897,54455.74
19132,Mid-Market,Foster-Delacruz,3,1628.16,4884.48,0.0897,54453.51
65735,Mid-Market,Marshall-Hampton,3,1628.03,4884.1,0.0897,54449.28
24348,Mid-Market,Tammy's Solutions,2,2441.99,4883.98,0.0897,54447.94
11467,Mid-Market,Aguirre-Kline,2,2441.96,4883.92,0.0897,54447.27
36653,Mid-Market,Carr-Johnson,3,1627.96,4883.87,0.0897,54446.71
35929,Mid-Market,Brandon's Shop,3,1627.91,4883.74,0.0897,54445.26
13456,Mid-Market,Christopher's Studio,3,1627.82,4883.46,0.0897,54442.14
1766,Mid-Market,Cindy's Solutions,3,1627.65,4882.95,0.0897,54436.45
34348,Mid-Market,Moore and Sons,3,1627.61,4882.83,0.0897,54435.12
66509,Mid-Market,Wright Inc,4,1220.64,4882.58,0.0897,54432.33
63932,Mid-Market,Kimberly's Solutions,2,2441.14,4882.28,0.0897,54428.99
31371,Mid-Market,Kristen's Shop,4,1220.53,4882.12,0.0897,54427.2
62644,Mid-Market,Charles's Solutions,4,1220.45,4881.82,0.0897,54423.86
49426,Mid-Market,Mckinney-Sutton,3,1627.11,4881.34,0.0897,54418.51
43517,Mid-Market,Cantu and Sons,7,697.32,4881.22,0.0897,54417.17
17394,Mid-Market,"Norris, Ortega and Hall",3,1627.07,4881.2,0.0897,54416.95
31158,Mid-Market,Wilson Ltd,6,813.47,4880.84,0.0897,54412.93
33772,Mid-Market,Kelly's Shop,3,1626.72,4880.16,0.0897,54405.35
41950,Mid-Market,Alvarez Ltd,2,2439.99,4879.99,0.0897,54403.46
41142,Mid-Market,Smith-Rich,5,975.98,4879.9,0.0897,54402.45
10972,Mid-Market,"Evans, Powell and Conley",3,1626.58,4879.73,0.0897,54400.56
33161,Mid-Market,"Torres, Reynolds and Lee",3,1626.49,4879.48,0.0897,54397.77
60640,Mid-Market,Moore Inc,4,1219.85,4879.39,0.0897,54396.77
58887,Mid-Market,Micheal's Shop,4,1219.73,4878.9,0.0897,54391.3
56197,Mid-Market,Brian's Shop,2,2439.32,4878.64,0.0897,54388.41
36767,Mid-Market,Noble-Schmidt,2,2439.16,4878.31,0.0897,54384.73
56236,Mid-Market,Mcintosh PLC,4,1219.56,4878.22,0.0897,54383.72
44705,Mid-Market,Daniel's Studio,6,812.95,4877.7,0.0897,54377.93
23082,Mid-Market,Mccoy-Montgomery,3,1625.8,4877.39,0.0897,54374.47
8845,Mid-Market,Michael's Shop,3,1625.76,4877.27,0.0897,54373.13
2333,Mid-Market,Gibson-Dennis,2,2438.58,4877.16,0.0897,54371.91
6768,Mid-Market,Dougherty-Bradford,4,1219.25,4876.98,0.0897,54369.9
19533,Mid-Market,Cynthia's Studio,3,1625.63,4876.9,0.0897,54369.01
58885,Mid-Market,Melinda's Solutions,4,1219.16,4876.66,0.0897,54366.33
20234,Mid-Market,"Russell, Garcia and Walker",6,812.76,4876.54,0.0897,54364.99
53128,Mid-Market,Rivera Ltd,3,1625.51,4876.53,0.0897,54364.88
9327,Mid-Market,"Castro, Rivera and Alvarez",3,1625.48,4876.43,0.0897,54363.77
54268,Mid-Market,Scott's Studio,4,1219.0,4876.01,0.0897,54359.09
46168,Mid-Market,Christopher's Solutions,3,1625.29,4875.88,0.0897,54357.64
48096,Mid-Market,Robert's Studio,3,1625.21,4875.63,0.0897,54354.85
23362,Mid-Market,Laura's Shop,6,812.59,4875.52,0.0897,54353.62
22317,Mid-Market,Michael's Shop,4,1218.78,4875.11,0.0897,54349.05
42019,Mid-Market,"Bowen, Banks and Green",3,1624.93,4874.8,0.0897,54345.6
62697,Mid-Market,"White, Johnson and Nunez",3,1624.91,4874.72,0.0897,54344.7
49437,Mid-Market,Nicole's Studio,3,1624.8,4874.39,0.0897,54341.03
62862,Mid-Market,Jackson-Sanford,3,1624.74,4874.23,0.0897,54339.24
22772,Mid-Market,Tony's Solutions,4,1218.49,4873.96,0.0897,54336.23
6961,Mid-Market,Miller PLC,4,1218.38,4873.53,0.0897,54331.44
6658,Mid-Market,Davidson and Sons,3,1623.83,4871.48,0.0897,54308.58
5263,Mid-Market,"Salinas, Schultz and Knapp",4,1217.87,4871.47,0.0897,54308.47
13703,Mid-Market,Joseph's Solutions,3,1623.68,4871.04,0.0897,54303.68
53611,Mid-Market,Brandon's Solutions,2,2435.51,4871.02,0.0897,54303.46
19659,Mid-Market,Joel's Shop,4,1217.75,4871.0,0.0897,54303.23
46601,Mid-Market,Bradley's Shop,3,1623.65,4870.96,0.0897,54302.79
66984,Mid-Market,Alice's Studio,4,1217.56,4870.23,0.0897,54294.65
540,Mid-Market,Rodriguez-Mann,3,1623.3,4869.89,0.0897,54290.86
1535,Mid-Market,Clark-Hill,4,1217.36,4869.43,0.0897,54285.73
69780,Mid-Market,Sarah's Studio,4,1217.32,4869.26,0.0897,54283.84
42043,Mid-Market,"Anderson, Wilkinson and Mack",4,1217.31,4869.25,0.0897,54283.72
40326,Mid-Market,"Shea, Davis and Payne",3,1622.88,4868.64,0.0897,54276.92
28313,Mid-Market,Charles's Solutions,6,811.32,4867.89,0.0897,54268.56
27871,Mid-Market,Angel's Studio,3,1622.56,4867.68,0.0897,54266.22
71507,Mid-Market,Rebecca's Solutions,4,1216.89,4867.57,0.0897,54264.99
8842,Mid-Market,Dorothy's Studio,3,1622.5,4867.51,0.0897,54264.33
48844,Mid-Market,Anthony's Studio,4,1216.85,4867.38,0.0897,54262.88
44198,Mid-Market,John's Solutions,3,1622.44,4867.32,0.0897,54262.21
43468,Mid-Market,Justin's Solutions,3,1622.02,4866.06,0.0897,54248.16
31709,Mid-Market,Dylan's Solutions,4,1216.45,4865.8,0.0897,54245.26
55776,Mid-Market,Santana Ltd,3,1621.93,4865.8,0.0897,54245.26
59882,Mid-Market,Jennifer's Solutions,4,1216.39,4865.57,0.0897,54242.7
62899,Mid-Market,Armstrong Inc,3,1621.74,4865.21,0.0897,54238.68
32679,Mid-Market,Aaron's Shop,2,2432.59,4865.18,0.0897,54238.35
5887,Mid-Market,Stevens LLC,3,1621.65,4864.95,0.0897,54235.79
71600,Mid-Market,Johnny's Studio,4,1216.06,4864.24,0.0897,54227.87
26294,Mid-Market,Richardson and Sons,4,1215.95,4863.81,0.0897,54223.08
72133,Mid-Market,Joshua's Shop,2,2431.74,4863.47,0.0897,54219.29
37444,Mid-Market,Glenn's Shop,4,1215.86,4863.42,0.0897,54218.73
24197,Mid-Market,Linda's Studio,4,1215.83,4863.31,0.0897,54217.5
35281,Mid-Market,"Hamilton, Garner and Leonard",2,2431.49,4862.99,0.0897,54213.94
66280,Mid-Market,"Morris, White and Wagner",4,1215.68,4862.74,0.0897,54211.15
38038,Mid-Market,Mejia Group,3,1620.73,4862.2,0.0897,54205.13
49730,Mid-Market,Kirby and Sons,4,1215.51,4862.06,0.0897,54203.57
33741,Mid-Market,"Jordan, Smith and Aguirre",4,1215.43,4861.71,0.0897,54199.67
51602,Mid-Market,Kelly's Solutions,3,1620.53,4861.59,0.0897,54198.33
59423,Mid-Market,Christopher's Studio,3,1620.43,4861.29,0.0897,54194.98
9743,Mid-Market,Maria's Solutions,3,1620.28,4860.83,0.0897,54189.86
60514,Mid-Market,"Barber, Jimenez and Harris",2,2430.39,4860.77,0.0897,54189.19
30166,Mid-Market,"Taylor, Floyd and Horton",4,1215.11,4860.43,0.0897,54185.4
54440,Mid-Market,"Castillo, Miller and Smith",2,2430.21,4860.42,0.0897,54185.28
35798,Mid-Market,Troy's Shop,2,2430.06,4860.12,0.0897,54181.94
15244,Mid-Market,Marissa's Studio,4,1214.86,4859.45,0.0897,54174.47
31165,Mid-Market,Eric's Solutions,3,1619.7,4859.11,0.0897,54170.68
35125,Mid-Market,Grant LLC,2,2429.53,4859.07,0.0897,54170.23
